model,concept,dimension,measurement,avg_m,gt_m,avg_mm,gt_mm,avg_cm,gt_cm,avg_ft,gt_ft,avg_in,gt_in,abs_pct_err
llama2_7b_chat,TV,height,feet,9.669780000000001,0.802068965517241,9669.78,802.068965517241,966.9780000000001,80.2068965517241,31.724999999873106,2.631459860610344,380.6999999984772,31.57751832732412,11.056045571797082
llama2_7b_chat,TV,height,inches,0.7793789473684211,0.802068965517241,779.3789473684211,802.068965517241,77.93789473684211,80.2068965517241,2.557017543849421,2.631459860610344,30.684210526193052,31.57751832732412,0.028289360546680138
llama2_7b_chat,TV,height,meters,1.465,0.802068965517241,1465.0,802.068965517241,146.5,80.2068965517241,4.806430446175001,2.631459860610344,57.6771653541,31.57751832732412,0.8265262252794505
llama2_7b_chat,TV,length,feet,9.73074,0.129655172413793,9730.740000000002,129.65517241379303,973.0740000000001,12.9655172413793,31.924999999872306,0.42537786224827556,383.0999999984676,5.104534346979307,74.05092021276602
llama2_7b_chat,TV,length,inches,0.70866,0.129655172413793,708.66,129.65517241379303,70.866,12.9655172413793,2.3249999999907,0.42537786224827556,27.899999999888397,5.104534346979307,4.465728723404259
llama2_7b_chat,TV,length,meters,31.9,0.129655172413793,31900.0,129.65517241379303,3190.0,12.9655172413793,104.6587926505,0.42537786224827556,1255.9055118059998,5.104534346979307,245.03723404255337
llama2_7b_chat,TV,width,feet,10.0584,1.24724137931035,10058.400000000001,1247.24137931035,1005.84,124.724137931035,32.999999999868,4.0919992759362245,395.999999998416,49.10399131123469,7.0645175559855895
llama2_7b_chat,TV,width,inches,0.762,1.24724137931035,762.0,1247.24137931035,76.2,124.724137931035,2.49999999999,4.0919992759362245,29.999999999879996,49.10399131123469,0.389051700304122
llama2_7b_chat,TV,width,meters,36.425,1.24724137931035,36425.0,1247.24137931035,3642.4999999999995,124.724137931035,119.50459317537499,4.0919992759362245,1434.0551181044998,49.10399131123469,28.204451202654006
llama2_7b_chat,apple,height,feet,0.7467600000000001,0.0746153846153846,746.7600000000001,74.6153846153846,74.67600000000002,7.46153846153846,2.4499999999902005,0.24480113062692302,29.3999999998824,2.937613567523076,9.00812371134021
llama2_7b_chat,apple,height,inches,0.0635,0.0746153846153846,63.5,74.6153846153846,6.35,7.46153846153846,0.2083333333325,0.24480113062692302,2.49999999999,2.937613567523076,0.14896907216494823
llama2_7b_chat,apple,height,meters,11.925,0.0746153846153846,11925.0,74.6153846153846,1192.5,7.46153846153846,39.124015747875006,0.24480113062692302,469.48818897449996,2.937613567523076,158.81958762886603
llama2_7b_chat,apple,length,feet,0.71628,0.08,716.28,80.0,71.628,8.0,2.3499999999906,0.26246719160000004,28.199999999887197,3.1496062992,7.953500000000001
llama2_7b_chat,apple,length,inches,0.06985,0.08,69.85,80.0,6.984999999999999,8.0,0.22916666666575,0.26246719160000004,2.7499999999889995,3.1496062992,0.12687500000000007
llama2_7b_chat,apple,length,meters,8.95,0.08,8950.0,80.0,894.9999999999999,8.0,29.36351706025,0.26246719160000004,352.36220472299993,3.1496062992,110.87499999999999
llama2_7b_chat,apple,width,feet,0.86106,0.0761538461538462,861.0600000000001,76.1538461538462,86.10600000000001,7.615384615384619,2.8249999999887003,0.24984857661923093,33.8999999998644,2.9981829194307705,10.306848484848478
llama2_7b_chat,apple,width,inches,0.06604,0.0761538461538462,66.04,76.1538461538462,6.604,7.615384615384619,0.2166666666658,0.24984857661923093,2.5999999999896,2.9981829194307705,0.1328080808080813
llama2_7b_chat,apple,width,meters,5.45,0.0761538461538462,5450.0,76.1538461538462,545.0,7.615384615384619,17.88057742775,0.24984857661923093,214.566929133,2.9981829194307705,70.56565656565652
llama2_7b_chat,backpack,height,feet,2.7684663157894738,0.47,2768.466315789474,470.0,276.8466315789474,47.0,9.082894736805775,1.54199475065,108.99473684166928,18.503937007799998,4.8903538633818595
llama2_7b_chat,backpack,height,inches,0.50292,0.47,502.92,470.0,50.292,47.0,1.6499999999934003,1.54199475065,19.7999999999208,18.503937007799998,0.0700425531914895
llama2_7b_chat,backpack,height,meters,32.300000000000004,0.47,32300.000000000004,470.0,3230.0000000000005,47.0,105.97112860850002,1.54199475065,1271.6535433020001,18.503937007799998,67.72340425531917
llama2_7b_chat,backpack,length,feet,4.80822,0.49,4808.22,490.0,480.82200000000006,49.0,15.774999999936902,1.60761154855,189.2999999992428,19.291338582599998,8.812693877551022
llama2_7b_chat,backpack,length,inches,0.4391526315789474,0.49,439.1526315789474,490.0,43.91526315789474,49.0,1.4407894736784477,1.60761154855,17.289473684141367,19.291338582599998,0.1037701396348012
llama2_7b_chat,backpack,length,meters,42.357,0.49,42357.0,490.0,4235.7,49.0,138.966535432515,1.60761154855,1667.5984251901798,19.291338582599998,85.44285714285714
llama2_7b_chat,backpack,width,feet,4.692315789473684,0.4,4692.315789473684,400.0,469.23157894736846,40.0,15.394736842043686,1.3123359580000002,184.73684210452421,15.748031496,10.73078947368421
llama2_7b_chat,backpack,width,inches,0.40305789473684206,0.4,403.05789473684206,400.0,40.30578947368421,40.0,1.322368421047342,1.3123359580000002,15.868421052568102,15.748031496,0.007644736842105093
llama2_7b_chat,backpack,width,meters,33.035000000000004,0.4,33035.00000000001,400.0,3303.5000000000005,40.0,108.38254593132501,1.3123359580000002,1300.5905511759001,15.748031496,81.5875
llama2_7b_chat,banana,height,feet,1.9194780000000002,0.068,1919.4780000000003,68.0,191.94780000000003,6.800000000000001,6.297499999974811,0.22309711286000003,75.56999999969773,2.67716535432,27.227617647058825
llama2_7b_chat,banana,height,inches,0.182245,0.068,182.245,68.0,18.2245,6.800000000000001,0.597916666664275,0.22309711286000003,7.174999999971299,2.67716535432,1.6800735294117644
llama2_7b_chat,banana,height,meters,2.815,0.068,2815.0,68.0,281.5,6.800000000000001,9.235564304425,0.22309711286000003,110.82677165309998,2.67716535432,40.397058823529406
llama2_7b_chat,banana,length,feet,2.189988,0.224,2189.988,224.0,218.99880000000002,22.400000000000002,7.184999999971261,0.7349081364800001,86.21999999965512,8.81889763776,8.776732142857142
llama2_7b_chat,banana,length,inches,0.17271999999999998,0.224,172.71999999999997,224.0,17.272,22.400000000000002,0.5666666666644,0.7349081364800001,6.7999999999727985,8.81889763776,0.2289285714285715
llama2_7b_chat,banana,length,meters,8.85,0.224,8850.0,224.0,885.0,22.400000000000002,29.03543307075,0.7349081364800001,348.425196849,8.81889763776,38.50892857142857
llama2_7b_chat,banana,width,feet,1.8440400000000001,0.132,1844.0400000000002,132.0,184.40400000000002,13.200000000000001,6.0499999999758005,0.43307086614000007,72.5999999997096,5.19685039368,12.969999999999999
llama2_7b_chat,banana,width,inches,0.135255,0.132,135.255,132.0,13.5255,13.200000000000001,0.44374999999822495,0.43307086614000007,5.324999999978699,5.19685039368,0.02465909090909076
llama2_7b_chat,banana,width,meters,4.075,0.132,4075.0,132.0,407.5,13.200000000000001,13.369422572125002,0.43307086614000007,160.43307086549999,5.19685039368,29.87121212121212
llama2_7b_chat,baseball bat,height,feet,9.890760000000002,0.06,9890.760000000002,60.0,989.0760000000002,6.0,32.44999999987021,0.19685039370000001,389.39999999844247,2.3622047243999997,163.84600000000003
llama2_7b_chat,baseball bat,height,inches,0.871855,0.06,871.855,60.0,87.1855,6.0,2.860416666655225,0.19685039370000001,34.3249999998627,2.3622047243999997,13.530916666666666
llama2_7b_chat,baseball bat,height,meters,43.40142,0.06,43401.42,60.0,4340.142,6.0,142.3931102356509,0.19685039370000001,1708.7173228278107,2.3622047243999997,722.357
llama2_7b_chat,baseball bat,length,feet,1.05918,0.78,1059.18,780.0,105.918,78.0,3.4749999999861,2.5590551181000003,41.699999999833196,30.7086614172,0.3579230769230769
llama2_7b_chat,baseball bat,length,inches,0.859155,0.78,859.155,780.0,85.9155,78.0,2.818749999988725,2.5590551181000003,33.824999999864694,30.7086614172,0.1014807692307692
llama2_7b_chat,baseball bat,length,meters,68.6122,0.78,68612.2,780.0,6861.22,78.0,225.10564304371903,2.5590551181000003,2701.2677165246278,30.7086614172,86.96435897435897
llama2_7b_chat,baseball bat,width,feet,1.46685,0.06,1466.85,60.0,146.685,6.0,4.8124999999807505,0.19685039370000001,57.749999999768995,2.3622047243999997,23.447499999999998
llama2_7b_chat,baseball bat,width,inches,0.0892175,0.06,89.2175,60.0,8.921750000000001,6.0,0.2927083333321625,0.19685039370000001,3.51249999998595,2.3622047243999997,0.4869583333333335
llama2_7b_chat,baseball bat,width,meters,23.97623,0.06,23976.23,60.0,2397.623,6.0,78.66217191569585,0.19685039370000001,943.9460629883501,2.3622047243999997,398.6038333333334
llama2_7b_chat,baseball glove,height,feet,6.8103750000000005,0.1,6810.375000000001,100.0,681.0375,10.0,22.343749999910628,0.32808398950000006,268.1249999989275,3.937007874,67.10375
llama2_7b_chat,baseball glove,height,inches,0.252095,0.1,252.09500000000003,100.0,25.209500000000002,10.0,0.827083333330025,0.32808398950000006,9.9249999999603,3.937007874,1.52095
llama2_7b_chat,baseball glove,height,meters,23.0,0.1,23000.0,100.0,2300.0,10.0,75.45931758500001,0.32808398950000006,905.5118110199999,3.937007874,228.99999999999997
llama2_7b_chat,baseball glove,length,feet,5.92455,0.33,5924.55,330.0,592.455,33.0,19.437499999922252,1.08267716535,233.24999999906697,12.9921259842,16.953181818181818
llama2_7b_chat,baseball glove,length,inches,0.27432,0.33,274.32,330.0,27.432000000000002,33.0,0.8999999999964001,1.08267716535,10.7999999999568,12.9921259842,0.16872727272727275
llama2_7b_chat,baseball glove,length,meters,24.9,0.33,24900.0,330.0,2490.0,33.0,81.6929133855,1.08267716535,980.3149606259999,12.9921259842,74.45454545454545
llama2_7b_chat,baseball glove,width,feet,2.63271,0.24,2632.71,240.0,263.271,24.0,8.637499999965451,0.7874015748000001,103.64999999958539,9.448818897599999,9.969625
llama2_7b_chat,baseball glove,width,inches,0.1920875,0.24,192.0875,240.0,19.20875,24.0,0.6302083333308125,0.7874015748000001,7.5624999999697495,9.448818897599999,0.19963541666666665
llama2_7b_chat,baseball glove,width,meters,23.475,0.24,23475.0,240.0,2347.5,24.0,77.017716535125,0.7874015748000001,924.2125984214999,9.448818897599999,96.81250000000001
llama2_7b_chat,bed,height,feet,15.208758000000001,1.03333333333333,15208.758000000002,1033.33333333333,1520.8758,103.33333333333302,49.89749999980042,3.390201224833323,598.7699999976049,40.68241469799987,13.718152903225855
llama2_7b_chat,bed,height,inches,1.7145,1.03333333333333,1714.5,1033.33333333333,171.45,103.33333333333302,5.6249999999775,3.390201224833323,67.49999999973,40.68241469799987,0.6591935483871019
llama2_7b_chat,bed,height,meters,1.8,1.03333333333333,1800.0,1033.33333333333,180.0,103.33333333333302,5.905511811,3.390201224833323,70.866141732,40.68241469799987,0.7419354838709732
llama2_7b_chat,bed,length,feet,6.5574672000000005,2.089,6557.4672,2089.0,655.7467200000001,208.9,21.513999999913946,6.853674540655001,258.16799999896733,82.24409448786,2.139046050741982
llama2_7b_chat,bed,length,inches,1.934845,2.089,1934.845,2089.0,193.4845,208.9,6.347916666641275,6.853674540655001,76.17499999969529,82.24409448786,0.07379368118717092
llama2_7b_chat,bed,length,meters,1.8039999999999998,2.089,1803.9999999999998,2089.0,180.39999999999998,208.9,5.91863517058,6.853674540655001,71.02362204695999,82.24409448786,0.13642891335567264
llama2_7b_chat,bed,width,feet,16.0778952,1.616,16077.8952,1616.0,1607.78952,161.60000000000002,52.74899999978901,5.301837270320001,632.987999997468,63.62204724384,8.949192574257426
llama2_7b_chat,bed,width,inches,1.937004,1.616,1937.004,1616.0,193.7004,161.60000000000002,6.35499999997458,5.301837270320001,76.25999999969495,63.62204724384,0.1986410891089108
llama2_7b_chat,bed,width,meters,1.5,1.616,1500.0,1616.0,150.0,161.60000000000002,4.9212598425000005,5.301837270320001,59.055118109999995,63.62204724384,0.07178217821782185
llama2_7b_chat,bench,height,feet,1.6026063157894739,0.825862068965517,1602.606315789474,825.862068965517,160.2606315789474,82.5862068965517,5.257894736821075,2.7095212236293094,63.094736841852885,32.51425468355171,0.9405253928139774
llama2_7b_chat,bench,height,inches,0.9505244444444445,0.825862068965517,950.5244444444445,825.862068965517,95.05244444444445,82.5862068965517,3.1185185185060447,2.7095212236293094,37.422222222072534,32.51425468355171,0.15094817907678082
llama2_7b_chat,bench,height,meters,3.2049999999999996,0.825862068965517,3204.9999999999995,825.862068965517,320.49999999999994,82.5862068965517,10.515091863475,2.7095212236293094,126.18110236169997,32.51425468355171,2.8807933194154494
llama2_7b_chat,bench,length,feet,2.1214079999999997,1.11620689655172,2121.408,1116.20689655172,212.14079999999998,111.620689655172,6.959999999972159,3.662096117281021,83.5199999996659,43.945153407372246,0.9005508804448632
llama2_7b_chat,bench,length,inches,1.76022,1.11620689655172,1760.2199999999998,1116.20689655172,176.022,111.620689655172,5.7749999999769,3.662096117281021,69.29999999972279,43.945153407372246,0.5769657089898111
llama2_7b_chat,bench,length,meters,1.5,1.11620689655172,1500.0,1116.20689655172,150.0,111.620689655172,4.9212598425000005,3.662096117281021,59.055118109999995,43.945153407372246,0.34383688600556567
llama2_7b_chat,bench,width,feet,2.86512,2.67758620689655,2865.12,2677.58620689655,286.512,267.758620689655,9.3999999999624,8.784731649887926,112.79999999954879,105.4167797986551,0.07003837733419264
llama2_7b_chat,bench,width,inches,1.60655,2.67758620689655,1606.55,2677.58620689655,160.655,267.758620689655,5.27083333331225,8.784731649887926,63.24999999974699,105.4167797986551,0.40000064391500284
llama2_7b_chat,bench,width,meters,1.5,2.67758620689655,1500.0,2677.58620689655,150.0,267.758620689655,4.9212598425000005,8.784731649887926,59.055118109999995,105.4167797986551,0.43979394719896936
llama2_7b_chat,bicycle,height,feet,7.492898400000001,0.405,7492.898400000002,405.0,749.2898400000001,40.5,24.582999999901674,1.3287401574750002,294.99599999882,15.9448818897,17.500983703703707
llama2_7b_chat,bicycle,height,inches,0.8134349999999999,0.405,813.435,405.0,81.34349999999999,40.5,2.6687499999893247,1.3287401574750002,32.024999999871895,15.9448818897,1.008481481481481
llama2_7b_chat,bicycle,height,meters,1.7445,0.405,1744.5,405.0,174.45,40.5,5.7234251968275,1.3287401574750002,68.68110236192999,15.9448818897,3.307407407407407
